gene	GO	ONTOLOGY
CDK5RAP2	GO:0005515	MF
CDK5RAP2	GO:0005515	MF
CDK5RAP2	GO:0005515	MF
CDK5RAP2	GO:0005515	MF
CDK5RAP2	GO:0005515	MF
CDK5RAP2	GO:0005516	MF
CDK5RAP2	GO:0005516	MF
CDK5RAP2	GO:0008017	MF
CDK5RAP2	GO:0015631	MF
CDK5RAP2	GO:0019901	MF
CDK5RAP2	GO:0043015	MF
CDK5RAP2	GO:0044877	MF
CDK5RAP2	GO:0000132	BP
CDK5RAP2	GO:0000132	BP
CDK5RAP2	GO:0000226	BP
CDK5RAP2	GO:0000226	BP
CDK5RAP2	GO:0001578	BP
CDK5RAP2	GO:0007059	BP
CDK5RAP2	GO:0007098	BP
CDK5RAP2	GO:0007099	BP
CDK5RAP2	GO:0007420	BP
CDK5RAP2	GO:0007420	BP
CDK5RAP2	GO:0007420	BP
CDK5RAP2	GO:0022008	BP
CDK5RAP2	GO:0022008	BP
CDK5RAP2	GO:0031023	BP
CDK5RAP2	GO:0031116	BP
CDK5RAP2	GO:0045664	BP
CDK5RAP2	GO:0045665	BP
CDK5RAP2	GO:0045893	BP
CDK5RAP2	GO:0046600	BP
CDK5RAP2	GO:0046600	BP
CDK5RAP2	GO:0090266	BP
CDK5RAP2	GO:0000242	CC
CDK5RAP2	GO:0000922	CC
CDK5RAP2	GO:0000922	CC
CDK5RAP2	GO:0005737	CC
CDK5RAP2	GO:0005737	CC
CDK5RAP2	GO:0005737	CC
CDK5RAP2	GO:0005737	CC
CDK5RAP2	GO:0005794	CC
CDK5RAP2	GO:0005794	CC
CDK5RAP2	GO:0005813	CC
CDK5RAP2	GO:0005813	CC
CDK5RAP2	GO:0005813	CC
CDK5RAP2	GO:0005813	CC
CDK5RAP2	GO:0005813	CC
CDK5RAP2	GO:0005813	CC
CDK5RAP2	GO:0005813	CC
CDK5RAP2	GO:0005813	CC
CDK5RAP2	GO:0005813	CC
CDK5RAP2	GO:0005813	CC
CDK5RAP2	GO:0005813	CC
CDK5RAP2	GO:0005813	CC
CDK5RAP2	GO:0005813	CC
CDK5RAP2	GO:0005813	CC
CDK5RAP2	GO:0005813	CC
CDK5RAP2	GO:0005813	CC
CDK5RAP2	GO:0005815	CC
CDK5RAP2	GO:0005829	CC
CDK5RAP2	GO:0005829	CC
CDK5RAP2	GO:0005829	CC
CDK5RAP2	GO:0005829	CC
CDK5RAP2	GO:0005829	CC
CDK5RAP2	GO:0005829	CC
CDK5RAP2	GO:0005829	CC
CDK5RAP2	GO:0005829	CC
CDK5RAP2	GO:0005829	CC
CDK5RAP2	GO:0005829	CC
CDK5RAP2	GO:0005829	CC
CDK5RAP2	GO:0005829	CC
CDK5RAP2	GO:0005829	CC
CDK5RAP2	GO:0005829	CC
CDK5RAP2	GO:0005829	CC
CDK5RAP2	GO:0005829	CC
CDK5RAP2	GO:0005829	CC
CDK5RAP2	GO:0005829	CC
CDK5RAP2	GO:0005829	CC
CDK5RAP2	GO:0005829	CC
CDK5RAP2	GO:0005829	CC
CDK5RAP2	GO:0005829	CC
CDK5RAP2	GO:0005829	CC
CDK5RAP2	GO:0005856	CC
CDK5RAP2	GO:0005856	CC
CDK5RAP2	GO:0005874	CC
CDK5RAP2	GO:0005874	CC
CDK5RAP2	GO:0035371	CC
CDK5RAP2	GO:0036064	CC
CDK5RAP2	GO:0048471	CC
CDK5RAP2	GO:0070062	CC
CDK5RAP2	GO:0097431	CC
ZNF587	GO:0003677	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0005515	MF
ZNF587	GO:0008270	MF
ZNF587	GO:0046872	MF
ZNF587	GO:0006355	BP
ZNF587	GO:0005634	CC
ZNF587	GO:0005634	CC
ATOH8	GO:0000981	MF
ATOH8	GO:0003677	MF
ATOH8	GO:0003700	MF
ATOH8	GO:0003700	MF
ATOH8	GO:0003700	MF
ATOH8	GO:0005515	MF
ATOH8	GO:0046983	MF
ATOH8	GO:0070888	MF
ATOH8	GO:0140297	MF
ATOH8	GO:1990837	MF
ATOH8	GO:0001704	BP
ATOH8	GO:0001704	BP
ATOH8	GO:0001937	BP
ATOH8	GO:0007399	BP
ATOH8	GO:0010595	BP
ATOH8	GO:0010629	BP
ATOH8	GO:0030154	BP
ATOH8	GO:0035148	BP
ATOH8	GO:0045603	BP
ATOH8	GO:0045603	BP
ATOH8	GO:0045892	BP
ATOH8	GO:0045892	BP
ATOH8	GO:0045893	BP
ATOH8	GO:0048646	BP
ATOH8	GO:0051450	BP
ATOH8	GO:0051450	BP
ATOH8	GO:0060391	BP
ATOH8	GO:1902895	BP
ATOH8	GO:0000785	CC
ATOH8	GO:0005634	CC
ATOH8	GO:0005634	CC
ATOH8	GO:0005634	CC
ATOH8	GO:0005654	CC
ATOH8	GO:0005737	CC
ATOH8	GO:0005737	CC
ATOH8	GO:0005737	CC
ATOH8	GO:0016607	CC
CYP2S1	GO:0004497	MF
CYP2S1	GO:0004497	MF
CYP2S1	GO:0004497	MF
CYP2S1	GO:0004796	MF
CYP2S1	GO:0004796	MF
CYP2S1	GO:0004796	MF
CYP2S1	GO:0005506	MF
CYP2S1	GO:0005515	MF
CYP2S1	GO:0005515	MF
CYP2S1	GO:0008401	MF
CYP2S1	GO:0016491	MF
CYP2S1	GO:0016705	MF
CYP2S1	GO:0016712	MF
CYP2S1	GO:0016829	MF
CYP2S1	GO:0016836	MF
CYP2S1	GO:0016853	MF
CYP2S1	GO:0020037	MF
CYP2S1	GO:0036134	MF
CYP2S1	GO:0046872	MF
CYP2S1	GO:0106256	MF
CYP2S1	GO:0006629	BP
CYP2S1	GO:0006631	BP
CYP2S1	GO:0006631	BP
CYP2S1	GO:0006690	BP
CYP2S1	GO:0006693	BP
CYP2S1	GO:0042573	BP
CYP2S1	GO:1903604	BP
CYP2S1	GO:0005783	CC
CYP2S1	GO:0005789	CC
CYP2S1	GO:0005789	CC
ZNF382	GO:0003677	MF
ZNF382	GO:0008270	MF
ZNF382	GO:0046872	MF
ZNF382	GO:0006355	BP
ZNF382	GO:0005634	CC
IWS1	GO:0005515	MF
IWS1	GO:0005515	MF
IWS1	GO:0005515	MF
IWS1	GO:0005515	MF
IWS1	GO:0005515	MF
IWS1	GO:0005515	MF
IWS1	GO:0005515	MF
IWS1	GO:0005515	MF
IWS1	GO:0006338	BP
IWS1	GO:0006397	BP
IWS1	GO:0008380	BP
IWS1	GO:0010793	BP
IWS1	GO:0050684	BP
IWS1	GO:0051028	BP
IWS1	GO:0140673	BP
IWS1	GO:0005634	CC
IWS1	GO:0005634	CC
IWS1	GO:0005634	CC
IWS1	GO:0005634	CC
IWS1	GO:0005654	CC
IWS1	GO:0005654	CC
IWS1	GO:0005654	CC
IWS1	GO:0005654	CC
IWS1	GO:0005654	CC
IWS1	GO:0005654	CC
IWS1	GO:0005654	CC
IWS1	GO:0005654	CC
IWS1	GO:0005654	CC
IWS1	GO:0005654	CC
IWS1	GO:0005654	CC
SIN3A	GO:0003677	MF
SIN3A	GO:0003682	MF
SIN3A	GO:0003714	MF
SIN3A	GO:0003714	MF
SIN3A	GO:0003714	MF
SIN3A	GO:0003714	MF
SIN3A	GO:0003714	MF
SIN3A	GO:0003723	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0005515	MF
SIN3A	GO:0044877	MF
SIN3A	GO:0061629	MF
SIN3A	GO:0061629	MF
SIN3A	GO:0061629	MF
SIN3A	GO:0140416	MF
SIN3A	GO:0000122	BP
SIN3A	GO:0000122	BP
SIN3A	GO:0000122	BP
SIN3A	GO:0000122	BP
SIN3A	GO:0002218	BP
SIN3A	GO:0002230	BP
SIN3A	GO:0006355	BP
SIN3A	GO:0010817	BP
SIN3A	GO:0021895	BP
SIN3A	GO:0021895	BP
SIN3A	GO:0030336	BP
SIN3A	GO:0030512	BP
SIN3A	GO:0030516	BP
SIN3A	GO:0030516	BP
SIN3A	GO:0031507	BP
SIN3A	GO:0042754	BP
SIN3A	GO:0042754	BP
SIN3A	GO:0045666	BP
SIN3A	GO:0045666	BP
SIN3A	GO:0045892	BP
SIN3A	GO:0045892	BP
SIN3A	GO:0048511	BP
SIN3A	GO:0060337	BP
SIN3A	GO:0060633	BP
SIN3A	GO:0072736	BP
SIN3A	GO:1900181	BP
SIN3A	GO:1902455	BP
SIN3A	GO:1902459	BP
SIN3A	GO:1903351	BP
SIN3A	GO:0000776	CC
SIN3A	GO:0000785	CC
SIN3A	GO:0005634	CC
SIN3A	GO:0005634	CC
SIN3A	GO:0005634	CC
SIN3A	GO:0005634	CC
SIN3A	GO:0005634	CC
SIN3A	GO:0005634	CC
SIN3A	GO:0005654	CC
SIN3A	GO:0005654	CC
SIN3A	GO:0005654	CC
SIN3A	GO:0005654	CC
SIN3A	GO:0005654	CC
SIN3A	GO:0005654	CC
SIN3A	GO:0005654	CC
SIN3A	GO:0005654	CC
SIN3A	GO:0005654	CC
SIN3A	GO:0005654	CC
SIN3A	GO:0005654	CC
SIN3A	GO:0005654	CC
SIN3A	GO:0005654	CC
SIN3A	GO:0005654	CC
SIN3A	GO:0005654	CC
SIN3A	GO:0005654	CC
SIN3A	GO:0005654	CC
SIN3A	GO:0005654	CC
SIN3A	GO:0005654	CC
SIN3A	GO:0005654	CC
SIN3A	GO:0005654	CC
SIN3A	GO:0005654	CC
SIN3A	GO:0005694	CC
SIN3A	GO:0005730	CC
SIN3A	GO:0000118	CC
SIN3A	GO:0005667	CC
SIN3A	GO:0017053	CC
SIN3A	GO:0032991	CC
SIN3A	GO:0032991	CC
SIN3A	GO:0070822	CC
SIN3A	GO:0070822	CC
SIN3A	GO:0070822	CC
CEP89	GO:0060271	BP
CEP89	GO:0005515	MF
CEP89	GO:0005515	MF
CEP89	GO:0005515	MF
CEP89	GO:0007005	BP
CEP89	GO:0007268	BP
CEP89	GO:0030030	BP
CEP89	GO:0033617	BP
CEP89	GO:0060271	BP
CEP89	GO:0060271	BP
CEP89	GO:1905515	BP
CEP89	GO:0000922	CC
CEP89	GO:0000922	CC
CEP89	GO:0005758	CC
CEP89	GO:0005758	CC
CEP89	GO:0005813	CC
CEP89	GO:0005813	CC
CEP89	GO:0005813	CC
CEP89	GO:0005814	CC
CEP89	GO:0005814	CC
CEP89	GO:0005814	CC
CEP89	GO:0005814	CC
CEP89	GO:0005829	CC
CEP89	GO:0005829	CC
CEP89	GO:0005829	CC
CEP89	GO:0005829	CC
CEP89	GO:0005829	CC
CEP89	GO:0005829	CC
CEP89	GO:0005829	CC
CEP89	GO:0005829	CC
CEP89	GO:0005829	CC
CEP89	GO:0005829	CC
CEP89	GO:0031514	CC
CEP89	GO:0036064	CC
CEP89	GO:0045202	CC
CEP89	GO:0097730	CC
CEP89	GO:0097539	CC
CEP89	GO:0097539	CC
CEP89	GO:0097539	CC
OSBPL9	GO:0160270	MF
OSBPL9	GO:0160270	MF
OSBPL9	GO:0160270	MF
OSBPL9	GO:0005515	MF
OSBPL9	GO:0005515	MF
OSBPL9	GO:0005515	MF
OSBPL9	GO:0005515	MF
OSBPL9	GO:0005515	MF
OSBPL9	GO:0005515	MF
OSBPL9	GO:0005515	MF
OSBPL9	GO:0008289	MF
OSBPL9	GO:0008289	MF
OSBPL9	GO:0120015	MF
OSBPL9	GO:0160270	MF
OSBPL9	GO:0006649	BP
OSBPL9	GO:0006649	BP
OSBPL9	GO:0006649	BP
OSBPL9	GO:0006649	BP
OSBPL9	GO:0006699	BP
OSBPL9	GO:0006869	BP
OSBPL9	GO:0015918	BP
OSBPL9	GO:0055091	BP
OSBPL9	GO:0055091	BP
OSBPL9	GO:0097212	BP
OSBPL9	GO:0120009	BP
OSBPL9	GO:0120009	BP
OSBPL9	GO:0140284	CC
OSBPL9	GO:0160258	CC
OSBPL9	GO:0160258	CC
OSBPL9	GO:0005765	CC
OSBPL9	GO:0005765	CC
OSBPL9	GO:0005794	CC
OSBPL9	GO:0005794	CC
OSBPL9	GO:0005802	CC
OSBPL9	GO:0005802	CC
OSBPL9	GO:0005829	CC
OSBPL9	GO:0031902	CC
OSBPL9	GO:0160258	CC
OSBPL9	GO:1990351	CC
OSBPL9	GO:7770015	CC
OSBPL9	GO:7770015	CC
CRBN	GO:0005515	MF
CRBN	GO:0005515	MF
CRBN	GO:0005515	MF
CRBN	GO:0005515	MF
CRBN	GO:0005515	MF
CRBN	GO:0005515	MF
CRBN	GO:0005515	MF
CRBN	GO:0005515	MF
CRBN	GO:0005515	MF
CRBN	GO:0005515	MF
CRBN	GO:0005515	MF
CRBN	GO:0005515	MF
CRBN	GO:0005515	MF
CRBN	GO:0005515	MF
CRBN	GO:0005515	MF
CRBN	GO:0044325	MF
CRBN	GO:0046872	MF
CRBN	GO:0016567	BP
CRBN	GO:0016567	BP
CRBN	GO:0030177	BP
CRBN	GO:0031333	BP
CRBN	GO:0031334	BP
CRBN	GO:0034766	BP
CRBN	GO:0035641	BP
CRBN	GO:0043161	BP
CRBN	GO:0005634	CC
CRBN	GO:0005634	CC
CRBN	GO:0005737	CC
CRBN	GO:0005737	CC
CRBN	GO:0005829	CC
CRBN	GO:0016020	CC
CRBN	GO:0048471	CC
CRBN	GO:0031464	CC
INTS14	GO:0005515	MF
INTS14	GO:0005515	MF
INTS14	GO:0005515	MF
INTS14	GO:0005515	MF
INTS14	GO:0005515	MF
INTS14	GO:0005515	MF
INTS14	GO:0005515	MF
INTS14	GO:0005515	MF
INTS14	GO:0005515	MF
INTS14	GO:0046872	MF
INTS14	GO:0016180	BP
INTS14	GO:0016180	BP
INTS14	GO:0034243	BP
INTS14	GO:0034243	BP
INTS14	GO:0160240	BP
INTS14	GO:0005634	CC
INTS14	GO:0005634	CC
INTS14	GO:0005634	CC
INTS14	GO:0005654	CC
INTS14	GO:0005654	CC
INTS14	GO:0005654	CC
INTS14	GO:0005654	CC
INTS14	GO:0032039	CC
INTS14	GO:0032039	CC
INTS14	GO:0032039	CC
INTS14	GO:0032039	CC
INTS14	GO:0032039	CC
INTS14	GO:0032039	CC
INTS14	GO:0032039	CC
INTS14	GO:0160232	CC
ZSCAN10	GO:0003677	MF
ZSCAN10	GO:0003700	MF
ZSCAN10	GO:0005515	MF
ZSCAN10	GO:0008270	MF
ZSCAN10	GO:0043565	MF
ZSCAN10	GO:0046872	MF
ZSCAN10	GO:0045892	BP
ZSCAN10	GO:0005634	CC
ZSCAN10	GO:0005634	CC
ZSCAN10	GO:0005634	CC
ZSCAN10	GO:0005654	CC
ADO	GO:0005506	MF
ADO	GO:0005506	MF
ADO	GO:0005506	MF
ADO	GO:0005506	MF
ADO	GO:0005515	MF
ADO	GO:0005515	MF
ADO	GO:0005515	MF
ADO	GO:0005515	MF
ADO	GO:0016491	MF
ADO	GO:0016702	MF
ADO	GO:0046872	MF
ADO	GO:0047800	MF
ADO	GO:0047800	MF
ADO	GO:0047800	MF
ADO	GO:0047800	MF
ADO	GO:0047800	MF
ADO	GO:0047800	MF
ADO	GO:0047800	MF
ADO	GO:0047800	MF
ADO	GO:0051213	MF
ADO	GO:0071456	BP
ADO	GO:0005739	CC
ADO	GO:0005829	CC
CDK5RAP1	GO:0003824	MF
CDK5RAP1	GO:0016740	MF
CDK5RAP1	GO:0016740	MF
CDK5RAP1	GO:0019901	MF
CDK5RAP1	GO:0035596	MF
CDK5RAP1	GO:0035597	MF
CDK5RAP1	GO:0035597	MF
CDK5RAP1	GO:0035597	MF
CDK5RAP1	GO:0035597	MF
CDK5RAP1	GO:0046872	MF
CDK5RAP1	GO:0051536	MF
CDK5RAP1	GO:0051536	MF
CDK5RAP1	GO:0051539	MF
CDK5RAP1	GO:0051539	MF
CDK5RAP1	GO:0006400	BP
CDK5RAP1	GO:0007420	BP
CDK5RAP1	GO:0008033	BP
CDK5RAP1	GO:0009451	BP
CDK5RAP1	GO:0035600	BP
CDK5RAP1	GO:0045664	BP
CDK5RAP1	GO:0045736	BP
CDK5RAP1	GO:0045786	BP
CDK5RAP1	GO:0051246	BP
CDK5RAP1	GO:0005654	CC
CDK5RAP1	GO:0005759	CC
CDK5RAP1	GO:0005829	CC
CDK5RAP1	GO:0005739	CC
CDK5RAP1	GO:0005739	CC
CDK5RAP1	GO:0005739	CC
CDK5RAP1	GO:0005739	CC
MAP7D2	GO:0008017	MF
MAP7D2	GO:0008017	MF
MAP7D2	GO:0008017	MF
MAP7D2	GO:0019894	MF
MAP7D2	GO:0019894	MF
MAP7D2	GO:0019894	MF
MAP7D2	GO:0140778	MF
MAP7D2	GO:0000226	BP
MAP7D2	GO:0000226	BP
MAP7D2	GO:0000226	BP
MAP7D2	GO:0000226	BP
MAP7D2	GO:0061564	BP
MAP7D2	GO:0061564	BP
MAP7D2	GO:0005813	CC
MAP7D2	GO:0005813	CC
MAP7D2	GO:0005813	CC
MAP7D2	GO:0005813	CC
MAP7D2	GO:0005856	CC
MAP7D2	GO:0005874	CC
MAP7D2	GO:0005874	CC
MAP7D2	GO:0015630	CC
MAP7D2	GO:0015630	CC
MAP7D2	GO:0030424	CC
MAP7D2	GO:0030424	CC
MAP7D2	GO:0030496	CC
MAP7D2	GO:0030496	CC
MAP7D2	GO:0030496	CC
MAP7D2	GO:0043005	CC
MAP7D2	GO:0043005	CC
MAP7D2	GO:0043005	CC
SECISBP2	GO:0003677	MF
SECISBP2	GO:0003723	MF
SECISBP2	GO:0003723	MF
SECISBP2	GO:0003730	MF
SECISBP2	GO:0003730	MF
SECISBP2	GO:0005515	MF
SECISBP2	GO:0005515	MF
SECISBP2	GO:0005515	MF
SECISBP2	GO:0035368	MF
SECISBP2	GO:0035368	MF
SECISBP2	GO:0035368	MF
SECISBP2	GO:0035368	MF
SECISBP2	GO:0043021	MF
SECISBP2	GO:0001514	BP
SECISBP2	GO:0001514	BP
SECISBP2	GO:0006412	BP
SECISBP2	GO:0005634	CC
SECISBP2	GO:0005654	CC
SECISBP2	GO:0005739	CC
SECISBP2	GO:1990904	CC
RSF1	GO:0005515	MF
RSF1	GO:0005515	MF
RSF1	GO:0005515	MF
RSF1	GO:0005515	MF
RSF1	GO:0005515	MF
RSF1	GO:0005515	MF
RSF1	GO:0008270	MF
RSF1	GO:0042393	MF
RSF1	GO:0046872	MF
RSF1	GO:0140751	MF
RSF1	GO:0006325	BP
RSF1	GO:0006325	BP
RSF1	GO:0006334	BP
RSF1	GO:0006334	BP
RSF1	GO:0006338	BP
RSF1	GO:0006338	BP
RSF1	GO:0006352	BP
RSF1	GO:0006355	BP
RSF1	GO:0006355	BP
RSF1	GO:0043392	BP
RSF1	GO:0045892	BP
RSF1	GO:0045893	BP
RSF1	GO:0050434	BP
RSF1	GO:0000785	CC
RSF1	GO:0005634	CC
RSF1	GO:0005634	CC
RSF1	GO:0005634	CC
RSF1	GO:0005634	CC
RSF1	GO:0005634	CC
RSF1	GO:0005654	CC
RSF1	GO:0005654	CC
RSF1	GO:0031213	CC
RSF1	GO:0031213	CC
ZIC5	GO:0000977	MF
ZIC5	GO:0003677	MF
ZIC5	GO:0008270	MF
ZIC5	GO:0046872	MF
ZIC5	GO:1990837	MF
ZIC5	GO:1990837	MF
ZIC5	GO:0006357	BP
ZIC5	GO:0007399	BP
ZIC5	GO:0030154	BP
ZIC5	GO:0005634	CC
ZIC5	GO:0005634	CC
RBM15	GO:0003676	MF
RBM15	GO:0003723	MF
RBM15	GO:0003723	MF
RBM15	GO:0003723	MF
RBM15	GO:0003723	MF
RBM15	GO:0003723	MF
RBM15	GO:0003723	MF
RBM15	GO:0003723	MF
RBM15	GO:0003729	MF
RBM15	GO:0005515	MF
RBM15	GO:0005515	MF
RBM15	GO:0005515	MF
RBM15	GO:0005515	MF
RBM15	GO:0005515	MF
RBM15	GO:0005515	MF
RBM15	GO:0005515	MF
RBM15	GO:0005515	MF
RBM15	GO:0005515	MF
RBM15	GO:0005515	MF
RBM15	GO:0005515	MF
RBM15	GO:0005515	MF
RBM15	GO:0000381	BP
RBM15	GO:0000381	BP
RBM15	GO:0000381	BP
RBM15	GO:0001510	BP
RBM15	GO:0001510	BP
RBM15	GO:0009048	BP
RBM15	GO:0009048	BP
RBM15	GO:0038163	BP
RBM15	GO:0038163	BP
RBM15	GO:0045637	BP
RBM15	GO:0045652	BP
RBM15	GO:0005634	CC
RBM15	GO:0005634	CC
RBM15	GO:0005635	CC
RBM15	GO:0005654	CC
RBM15	GO:0005654	CC
RBM15	GO:0005654	CC
RBM15	GO:0016607	CC
RBM15	GO:0016607	CC
RBM15	GO:0031965	CC
RBM15	GO:0036396	CC
RBM15	GO:0036396	CC
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
PPP1R16B	GO:0005515	MF
